Question number/numéro de la question,AnswerType,IsReversed,English,Français,IndicatorENG,IndicatorFRA,IndicatorID,SubIndicatorENG,SubIndicatorFRA,
Q74a,3,0,"Overall, to what extent do the following factors cause you stress at work? … Pay or other compensation-related issues","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problèmes liés à la paye ou à d'autres aspects de la rémunération",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74b,3,0,"Overall, to what extent do the following factors cause you stress at work? Heavy workload","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Lourde charge de travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74b,3,0,"Overall, to what extent do the following factors cause you stress at work? … Heavy workload","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Lourde charge de travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74c,3,0,"Overall, to what extent do the following factors cause you stress at work? Unreasonable deadlines","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Délais déraisonnables",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74c,3,0,"Overall, to what extent do the following factors cause you stress at work? … Unreasonable deadlines","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Délais déraisonnables",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74d,3,0,"Overall, to what extent do the following factors cause you stress at work? Not enough employees to do the work","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Pas assez d'employé(e)s pour faire le travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74d,3,0,"Overall, to what extent do the following factors cause you stress at work? … Not enough employees to do the work","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Pas assez d'employé(e)s pour faire le travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74e,3,0,"Overall, to what extent do the following factors cause you stress at work? Overtime or long work hours","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Heures supplémentaires ou longues heures de travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74e,3,0,"Overall, to what extent do the following factors cause you stress at work? … Overtime or long work hours","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Heures supplémentaires ou longues heures de travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74f,3,0,"Overall, to what extent do the following factors cause you stress at work? Balancing work and personal life","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Conciliation travail et vie personnelle",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74f,3,0,"Overall, to what extent do the following factors cause you stress at work? … Balancing work and personal life","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Conciliation travail et vie personnelle",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74g,3,0,"Overall, to what extent do the following factors cause you stress at work? Lack of control or input in decision-making","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Manque de contrôle ou de contribution aux prises de décision",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74g,3,0,"Overall, to what extent do the following factors cause you stress at work? … Lack of control or input in decision-making","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Manque de contrôle ou de contribution aux prises de décision",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74h,3,0,"Overall, to what extent do the following factors cause you stress at work? Competing or constantly changing priorities","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Priorités concurrentes ou qui changent constamment",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74h,3,0,"Overall, to what extent do the following factors cause you stress at work? … Competing or constantly changing priorities","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Priorités concurrentes ou qui changent constamment",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74i,3,0,"Overall, to what extent do the following factors cause you stress at work? Lack of clear expectations","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Manque d'attentes claires",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74i,3,0,"Overall, to what extent do the following factors cause you stress at work? … Lack of clear expectations","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Manque d'attentes claires",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74j,3,0,"Overall, to what extent do the following factors cause you stress at work? Lack of recognition","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Manque de reconnaissance",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74k,3,0,"Overall, to what extent do the following factors cause you stress at work? Information overload","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Surcharge d'information",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74k,3,0,"Overall, to what extent do the following factors cause you stress at work? …Information overload","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Surcharge d'information",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74l,3,0,"Overall, to what extent do the following factors cause you stress at work? Physical work environment","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Environnement de travail physique",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74l,3,0,"Overall, to what extent do the following factors cause you stress at work? …Physical work environment","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Environnement de travail physique",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74m,3,0,"Overall, to what extent do the following factors cause you stress at work? Accessibility or accommodation issues","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problèmes d'accessibilité ou d'adaptation",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74n,3,0,"Overall, to what extent do the following factors cause you stress at work? Harassment or discrimination","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Harcèlement ou discrimination",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74n,3,0,"Overall, to what extent do the following factors cause you stress at work? …Harassment or discrimination","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Harcèlement ou discrimination",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74o,3,0,"Overall, to what extent do the following factors cause you stress at work? Issue(s) with my co-worker(s)","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec un(e) ou des collègues de travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74o,3,0,"Overall, to what extent do the following factors cause you stress at work? …Issue(s) with my co-worker(s)","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec un(e) ou des collègues de travail",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74p,3,0,"Overall, to what extent do the following factors cause you stress at work? Issue(s) with individual(s) with authority over me","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec un(e) ou des supérieur(e)s",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74p,3,0,"Overall, to what extent do the following factors cause you stress at work? Issue(s) with individuals with authority over me","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec un(e) ou des supérieur(e)s",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74p,3,0,"Overall, to what extent do the following factors cause you stress at work? …Issue(s) with individual(s) with authority over me","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec un(e) ou des supérieur(e)s",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74q,3,0,"Overall, to what extent do the following factors cause you stress at work? Issue(s) with individual(s) working for me","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec une ou (des) personne(s) relevant de moi",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74q,3,0,"Overall, to what extent do the following factors cause you stress at work? …Issue(s) with individual(s) working for me","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec une ou (des) personne(s) relevant de moi",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74r,3,0,"Overall, to what extent do the following factors cause you stress at work? Issue(s) with other individual(s) (e.g., members of the public, individuals from other departments or agencies)","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec d'autres personne(s) (p.ex., un (des) membre(s) du public, personne(s) d'autres ministères ou organismes)",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74r,3,0,"Overall, to what extent do the following factors cause you stress at work? …Issue(s) with other individual(s) (e.g., members of the public, individuals from other departments or agencies)","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problème(s) avec d'autres personne(s) (p.ex., un (des) membre(s) du public, personne(s) d'autres ministères ou organismes)",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74s,3,0,"Overall, to what extent do the following factors cause you stress at work? Lack of job security","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Manque de sécurité d'emploi",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74s,3,0,"Overall, to what extent do the following factors cause you stress at work? …Lack of job security","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Manque de sécurité d'emploi",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74t,3,0,"Overall, to what extent do the following factors cause you stress at work? Personal issues","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problèmes personnels",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q74t,3,0,"Overall, to what extent do the following factors cause you stress at work? …Personal issues","Dans l'ensemble, dans quelle mesure les facteurs suivants vous causent-ils du stress au travail? Problèmes personnels",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q75,7,0,"Overall, my level of work-related stress is...","Dans l'ensemble, mon niveau de stress lié au travail est...",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q75,7,0,"Overall, my level of work-related stress is…","Dans l'ensemble, mon niveau de stress lié au travail est...",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q75,7,0,"Overall, my level of work-related stress is","Dans l'ensemble, mon niveau de stress lié au travail est...",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q76,2,1,"After my workday, I feel emotionally drained.","Après ma journée de travail, je me sens épuisé(e) émotionnellement.",WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,Work-related stress,Stress lié au travail,20
Q77,1,0,My department or agency does a good job of raising awareness of mental health in the workplace.,Mon ministère ou organisme fait un bon travail de sensibilisation à la santé mentale en milieu de travail.,WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,A psychologically healthy workplace,Milieu de travail sain sur le plan psychologique,19
Q78,1,0,I would describe my workplace as being psychologically healthy.,Je dirais que mon milieu de travail est sain sur le plan psychologique.,WORKPLACE WELL-BEING,BIEN-ÊTRE EN MILIEU DE TRAVAIL,5,A psychologically healthy workplace,Milieu de travail sain sur le plan psychologique,19
Q79,6,0,"Having carefully read the definition of duty to accommodate, have you requested measures to accommodate your needs in the workplace in the last two years?","Après avoir lu attentivement la définition de l’obligation de prendre des mesures d’adaptation, au cours des deux dernières années, avez-vous demandé des mesures d’adaptation afin de répondre à vos besoins en milieu de travail?",WORKPLACE,MILIEU DE TRAVAIL,4,Duty to accommodate,Obligation de prendre des mesures d’adaptation,18
Q79,6,0,"Having carefully read the definition above, have you requested measures to accommodate your needs in the workplace in the last two years?","Après avoir lu attentivement la définition de l’obligation de prendre des mesures d’adaptation, au cours des deux dernières années, avez-vous demandé des mesures d’adaptation afin de répondre à vos besoins en milieu de travail?",WORKPLACE,MILIEU DE TRAVAIL,4,Duty to accommodate,Obligation de prendre des mesures d’adaptation,18
Q80,6,0,Were any measures taken to accommodate your needs?,Est-ce que des mesures d’adaptation quelconques ont été prises pour répondre à vos besoins?,WORKPLACE,MILIEU DE TRAVAIL,4,Duty to accommodate,Obligation de prendre des mesures d’adaptation,18
Q81,1,0,I am satisfied with the measures that were taken to accommodate my needs.,Je suis satisfait(e) par les mesures d’adaptation qui ont été prises pour répondre à mes besoins.,WORKPLACE,MILIEU DE TRAVAIL,4,Duty to accommodate,Obligation de prendre des mesures d’adaptation,18
Q82,3,0,To what extent has your pay or other compensation been affected by issues with the Phoenix pay system?,Dans quelle mesure votre paye ou autre rémunération a-t-elle été touchée par les problèmes du système de paye Phénix?,COMPENSATION,RÉMUNÉRATION,6,Pay or other compensation issues,Problèmes de paye ou de rémunération,21
Q83,6,1,Have you experienced any new pay or other compensation issues over the last 12 months?,Avez-vous eu à composer avec un nouveau problème relatif à votre paie ou à tout autre rémunération au cours des 12 derniers mois?,COMPENSATION,RÉMUNÉRATION,6,Pay or other compensation issues,Problèmes de paye ou de rémunération,21
Q84,6,0,Have all your pay or other compensation issues been resolved?,Est-ce que tous vos problèmes de paye ou autre rémunération ont été réglés?,COMPENSATION,RÉMUNÉRATION,6,Pay or other compensation issues,Problèmes de paye ou de rémunération,21
Q85,1,0,"I am satisfied with the support (e.g., regular information, follow-up, making enquiries on my behalf, offering emergency or priority pay) I received from my department or agency to help resolve my pay or other compensation issues.","Je suis satisfait(e) du soutien (p. ex., information régulière, suivi, demandes de renseignements en mon nom, paiement d'urgence ou paiement prioritaire) que j'ai reçu de la part de mon ministère ou organisme pour m'aider à régler mes problèmes de paye ou autre rémunération.",COMPENSATION,RÉMUNÉRATION,6,Support to resolve pay or other compensation issues,Soutien afin de régler les problèmes de paye ou autre rémunération,22
Q86,1,0,I am satisfied with the support I received from the Pay Centre to help resolve my pay or other compensation issues.,Je suis satisfait(e) du soutien que j'ai reçu de la part du Centre des services de paye pour m'aider à régler mes problèmes de paye ou autre rémunération.,COMPENSATION,RÉMUNÉRATION,6,Support to resolve pay or other compensation issues,Soutien afin de régler les problèmes de paye ou autre rémunération,22
Q87,3,0,"To what extent have issues with the Phoenix pay system affected your decision to seek or accept another position (e.g., deployment, promotion, secondment, assignment, acting assignment) within your organization or the federal public service?","Dans quelle mesure les problèmes liés au système de paye Phénix ont-ils affecté votre décision de chercher ou d'accepter un autre poste (p. ex. mutation, promotion, détachement, affectation, affectation intérimaire) au sein de votre organisation ou de la fonction publique fédérale?",COMPENSATION,RÉMUNÉRATION,6,Pay or other compensation issues,Problèmes de paye ou de rémunération,21
